SN,NAME,LONGITUDE,LATITUDE,COUNTRY_SN,PROVINCE_SN,DISTRICT_SN
959,OCD LOVE HOTEL,105.8275155,21.0200561,1,2,39
960,HAPPY HOTEL,106.67721800000004,10.7666,1,1,12
961,HAPPY 2 HOTEL,106.67981800000007,10.7786774,1,1,12
962,CHÂU DUY KHÁNH HOTEL,105.83806670000001,21.0284583,1,2,39
963,HESTIA LEGEND HOTEL,105.84499170000004,21.0414037,1,2,36
964,CUPID HOTEL PHÚ NHUẬN,106.68897,10.7971739,1,1,9
965,DOMOV HOTEL,105.84720549999997,21.0424591,1,2,36
966,SMILE HOTEL,105.84313780000002,21.0450306,1,2,36
967,ROYAL HOTEL,105.83496300000002,21.029516,1,2,39
968,MYTI HOTEL,105.8106842,21.0178108,1,2,39
969,GREEN HÀ NỘI HOTEL,105.81088599999998,21.0322955,1,2,36
970,FRIDAY CITY VIEW,106.67186319999996,10.7729723,1,1,12
971,FRIDAY LÊ HỒNG PHONG,106.67195779999997,10.7718176,1,1,12
972,FRIDAY ROYAL,106.6689528,10.7730627,1,1,12
973,FRIDAY PHAN XÍCH LONG,106.68914649999999,10.7964548,1,1,9
974,TRÀNG AN HOTEL,105.83484999999996,21.029609,1,2,39
975,GIA LỘC HOTEL,105.84306429999992,20.9852499,1,2,43
976,REDDOORZ PLUS @ TRUNG SON RESIDENCE,106.69160360000001,10.7375033,1,1,22
977,REDDOORZ PLUS NEAR GIA DINH INTERNATIONAL HOSPITAL 2,106.68954699999995,10.811086,1,1,7
978,LIEBER 2 HOTEL,105.7853771,20.969984,1,2,40
979,REDDOORZ BRO HOTEL,106.62730710000005,10.7343865,1,1,16
980,DRAGON HOMESTAY,106.67345109999997,10.8460315,1,1,6
981,TRYST HOTEL,105.84462110000004,21.0423385,1,2,36
982,BUSAN HOTEL,105.79680229999997,21.0087939,1,2,38
983,NEW LOTUS HOTEL,105.79088200000001,21.031337,1,2,38
984,HÀ NỘI HOTEL,106.66022750000002,10.7965173,1,1,1
985,LYLY HOTEL,106.62530779999997,10.7341516,1,1,16
986,T&M LUXURY HOTEL HANOI,105.76910499999997,21.0288578,1,2,45
987,ROYAL HOUSE,105.85623699999996,21.0085822,1,2,41
988,HOÀNG YẾN MOTEL,105.82405399999993,21.0034199,1,2,39
989,LEGENDA TÂY HỒ HOSTEL,105.81498099999999,21.07336,1,2,46
990,NGỌC HUYỀN HOTEL,105.80352859999994,21.0342794,1,2,38
991,M BELLE HOTEL,105.83686169999999,21.0546456,1,2,46
992,REDDOORZ NEAR TAN SON NHAT AIRPORT 3,106.66970300000003,10.815581,1,1,1
993,HUỲNH ANH HOTEL,106.64275499999997,10.846289,1,1,6
994,ĐỨC TÀI HOTEL,105.80077370000004,21.0125795,1,2,38
995,BÌNH MINH 1 HOTEL,105.81635289999997,21.0269526,1,2,36
996,PHÚC QUÝ HOTEL,105.84155199999998,21.0225798,1,2,42
997,MIX BOUTIQUE HOTEL,105.80530440000007,21.0100577,1,2,38
998,BÌNH MINH 2 HOTEL,105.8173683,21.026397,1,2,36
999,TEA HOTEL,105.81240300000002,21.028154,1,2,36
1000,LILY HOTEL - ĐỐNG ĐA,105.82055869999999,21.0240488,1,2,39
1001,MIMOSA HOTEL,105.82972369999993,21.0171194,1,2,39
1002,B&B HOTEL,105.80352859999994,21.0342794,1,2,38
1003,ĐỨC ĐẠT HOTEL,106.677628,10.830114,1,1,6
1004,A25 HOTEL - 221 BẠCH MAI,105.85122409999997,21.0042965,1,2,41
1005,A25 HOTEL - 46 CHÂU LONG,105.842446,21.045201,1,2,36
1006,A25 HOTEL - DỊCH VỌNG HẬU,105.78740370000003,21.032448,1,2,38
1007,A25 HOTEL - 45B GIẢNG VÕ,105.82925899999998,21.0308457,1,2,39
1008,A25 HOTEL - 26 HÀNG NÓN,105.8480194,21.0325112,1,2,42
1009,A25 HOTEL - 61 LƯƠNG NGỌC QUYẾN,105.85129959999995,21.0345639,1,2,42
1010,A25 HOTEL - 150 NGUYỄN THÁI HỌC,105.83073300000001,21.031975,1,2,36
1011,A25 HOTEL - 19 PHAN ĐÌNH PHÙNG,105.84524899999997,21.0398355,1,2,36
1012,A25 HOTEL - 57 QUANG TRUNG,105.84741200000008,21.018132,1,2,41
1013,A25 HOTEL - 109 TRÚC BẠCH,105.84198029999993,21.0456187,1,2,36
1014,HAPPY HOME,106.72703750000005,10.7433035,1,1,19
1015,TÙNG ANH HOTEL,105.80841429999998,21.0325243,1,2,36
1016,VIỆT PHƯƠNG HOTEL,105.83711649999998,21.0301486,1,2,39
1017,REDDOORZ PLUS NEAR UNG VAN KHIEM STREET,106.71265979999998,10.8096241,1,1,7
1018,KIM Hotel - Yên Hoà,105.7960646,21.0180609,1,2,38
1019,MILAN HOTEL HANOI,105.80363239999997,21.0233464,1,2,39
1020,SAMI HOTEL,106.68816420000007,10.7502896,1,1,17
1021,REDDOORZ NEAR BAU CAT RESIDENCE,106.63275599999997,10.787107,1,1,8
1022,REDDOORZ @ NGUYEN DINH CHIEU STREET,106.68573420000007,10.7725658,1,1,11
1023,WHITE DIAMOND HOTEL,106.665435,10.808764,1,1,1
1024,WHITE DIAMOND PN,106.68559949999997,10.7930517,1,1,9
1025,SẮC MÀU HOTEL,105.8424783,20.9850771,1,2,43
1026,JAVADO HOTEL,106.69666540000003,10.774333,1,1,2
1027,GREEN SUITES HOTEL,106.69119209999997,10.7650687,1,1,2
1028,TOP HOTEL,106.73819849999995,10.7143872,1,1,19
1029,KOI BOUTIQUE HOTEL,106.68451720000007,10.7698236,1,1,11
1030,COMMON INN BEN THANH,106.69387260000008,10.7719464,1,1,2
1031,COMMON INN THAO DIEN,106.73275880000006,10.8028849,1,1,10
1032,SUNRISE HOME 3,106.70405219999998,10.7889343,1,1,2
1033,BYLA APARTMENT,106.69236699999999,10.7917453,1,1,2
1034,LAVENDER HOTEL,106.70006999999998,10.758357,1,1,14
1035,GIA HUYÊN Q3 HOTEL,106.68532490000007,10.7880729,1,1,11
1036,GIA HUYÊN Q4 HOTEL,106.69962510000005,10.7582967,1,1,14
1037,SUNRISE HOTEL HANOI,105.86572739999997,21.0132507,1,2,41
1038,HUỆ MỸ HOTEL,106.66728450000005,10.7600156,1,1,12
1039,MY HOUSE HOTEL,105.85850879999998,21.0093363,1,2,41
1040,THE K9 CENTRAL HOTEL,106.70331299999998,10.771583,1,1,2
1041,ADVISOR TRAVEL,105.85433,21.0190267,1,2,42
1042,ADVISOR FAMILY,105.85041899999999,21.036282,1,2,42
1043,AONTEL GRAND,105.79691009999999,21.0088446,1,2,38
1044,AONTEL HANOI,105.78384749999998,21.0317993,1,2,38
1045,K HOTEL,106.70851240000002,10.7549111,1,1,14
1046,NGỌC HÂN HOTEL,105.79444179999996,21.0095923,1,2,38
1047,GOLDEN DIAMOND HOTEL,105.85078999999996,21.039777,1,2,42
1048,REDDOORZ @ CONG HOA STREET,106.66158799999994,10.801005,1,1,1
1049,REDDOORZ NEAR TAN SON NHAT AIRPORT,106.67180499999995,10.814818,1,1,1
1050,VĂN GIAO HOTEL,106.6785416,10.8089763,1,1,9
1051,REDDOORZ PLUS @ TRAN QUANG KHAI STREET,106.68932470000004,10.7914356,1,1,2
1052,LE JARDIN SECRET SAIGON,106.6965346,10.7601272,1,1,14
1053,AN GIA PHÁT,106.68960570000002,10.7312475,1,1,22
1054,HANOI LUCKY GUESTHOUSE 2,105.84676409999997,21.0365188,1,2,42
1055,TÙNG ANH GUESTHOUSE,105.80637219999994,20.9878709,1,2,47
1056,URHOME HOTEL,105.80561799999998,21.038114,1,2,38
1057,VALENTINE HOTEL (HN),105.80352859999994,21.0342794,1,2,38
1058,ROSE HOTEL,106.68904279999992,10.7368882,1,1,22
1059,NHÀ KHÁCH HỌC VIỆN HÀNH CHÍNH QUỐC GIA ( AP HOTEL ),106.6769379,10.7736388,1,1,12
1060,99 BÙI VIỆN HOTEL (BOUTIQUE),106.69274259999997,10.7667496,1,1,2
1061,REDDOORZ @ TRUNG SON RESIDENCE 3,106.69015590000004,10.7357459,1,1,22
1062,REDDOORZ @ TRUNG SON RESIDENCE 2,106.69074219999993,10.7366973,1,1,22
1063,REDDOORZ PLUS @ NGUYEN THI THAP STREET,106.70533049999995,10.7394389,1,1,19
1064,GREEN HOTEL APARTMENT,105.79867710000008,21.0101363,1,2,38
1065,JEJU HOTEL,105.79687549999994,21.0092465,1,2,38
1066,ROSA HOTEL,105.79968180000003,21.0183008,1,2,38
1067,LÁ HOTEL,106.6759652,10.7398032,1,1,17
1068,D'VILLA HOTEL VĂN KHÊ,105.76299240000003,20.9737221,1,2,40
1069,INDOCHINA AIRPORT HOTEL,105.76445960000001,21.2301005,1,2,60
1070,IMPERIAL HOTEL - KHÁCH SẠN ĐẠI ĐẾ,106.67429049999998,10.7537194,1,1,15
1071,MINH NHẬT,106.69106080000006,10.7392205,1,1,22
1072,KHÁCH SẠN ĐỒNG KHÁNH,106.67191230000003,10.7531067,1,1,15
1073,XENA HOTEL,106.67287480000005,10.7604496,1,1,15
1074,NAM PHƯƠNG QUEEN,106.68976629999997,10.7388715,1,1,22
1075,HOTEL NGỌC LONG,106.67946929999994,10.761408,1,1,15
1076,NAM HY HOTEL,106.67635930000006,10.7562133,1,1,15
1077,SIGNATURE BOUTIQUE HOTEL,106.67978449999998,10.7580467,1,1,15
1078,SELENA HOTEL,106.68014340000002,10.7584762,1,1,15
1079,HOTEL HỒ,106.65329569999994,10.7244531,1,1,22
1080,KHÁCH SẠN BẠN TÔI (MY FRIEND),106.68007690000002,10.7561507,1,1,15
1081,HOTEL PHÁT ĐẠT LỢI,106.69877599999995,10.750515,1,1,19
1082,NGỌC BẢO,106.69104870000001,10.7385051,1,1,22
1083,HOTEL HOÀNG NAM,106.66714249999995,10.7524234,1,1,15
1084,HỒNG LOAN HOTEL,106.68630619999999,10.7991162,1,1,9
1085,BÁT ĐẠT HOTEL,106.66669969999998,10.7521783,1,1,15
1086,HẢI MINH HOTEL,106.69037720000006,10.7386121,1,1,22
1087,KHÁCH SẠN TẢN ĐÀ 1,106.66465579999999,10.7511539,1,1,15
1088,KHÁCH SẠN GIA HÂN,106.68630710000002,10.7991159,1,1,9
1089,KHÁCH SẠN VẠN HOA,106.66465249999999,10.7515364,1,1,15
1090,QUỲNH ANH HOTEL,106.69013819999998,10.7976017,1,1,9
1091,ARC-EN-CIEL HOTEL,106.66448949999995,10.7522086,1,1,15
1092,M&G DALAT HOMESTAY,108.4414939,11.9749912,1,45,81
1093,A25 HOTEL - 88 NGUYỄN KHUYẾN,105.83927300000005,21.028243,1,2,39
1094,MUSE HOUSE,108.428541,11.9373661,1,45,121
1095,MAI HOTEL AIRPORT,106.67245200000002,10.814044,1,1,1
1096,ASIAN RUBY CENTER POINT - CHI NHÁNH 2,106.6965772,10.7742702,1,1,2
1097,ATTIC HOMESTAY,108.4509693,11.9416241,1,45,81
1098,688 DALAT HOTEL,108.4346184,11.9497762,1,45,81
1099,TOMMY HOTEL DALAT,108.4593389,11.93228,1,45,81
1100,SHALALA VILLA,108.4388254,11.9518811,1,45,81
1101,QUANG VIÊN HOSTEL,108.4412766,11.9586926,1,45,81
1102,ROOM @ SAIGON,106.694858,10.7686347,1,1,2
1103,NHÀ SAIGON HOMESTAY & COFFEE,106.710029,10.7906099,1,1,7
1104,A25 HOTEL - 12 NGÔ SỸ LIÊN,105.83891389999997,21.027885,1,2,39
1105,HERA HOTEL AIRPORT,106.664961,10.806213,1,1,1
1106,T&T ROON,108.454122,11.9444717,1,45,81
1107,A25 HOTEL - 30 AN DƯƠNG,105.84112700000003,21.051261,1,2,46
1108,LIN APARTMENT DALAT,108.4260088,11.9403915,1,45,81
1109,MINH CHÂU HOTEL,107.0799513,10.3405832,1,50,121
1110,A25 HOTEL - 66 TRẦN THÁI TÔNG,105.78955339999993,21.0329656,1,2,38
1111,HAPPY SAIGON HOME,106.691106,10.765491,1,1,2
1112,A25 HOTEL - 63A PHƯƠNG LIỆT,105.83888739999998,20.9974984,1,2,47
1113,TRẦN LONG DƯƠNG QUẢNG HÀM,106.689994,10.828343,1,1,6
1114,Saigon Luxury Apartment - INFINITY POOL/GYM Free,106.6992922,10.7620707,1,1,14
1115,NHẬT AN APARTMENT,106.6905292,10.7601259,1,1,2
1116,NU APARTMENT,106.6991183,10.7622341,1,1,14
1117,SUNNY HOTEL 3,105.82832080000003,21.0258958,1,2,39
1118,XINH HOTEL PHAN XÍCH LONG,106.6919954,10.7972287,1,1,7
1119,MERAKI HOTEL,106.691704,10.766556,1,1,2
1120,NGÔI NHÀ SỐ 7 HOMESTAY,108.431902,11.9264197,1,45,81
1121,NHÀ CỦA CỎ (THE WEED’S HOUSE),108.4232078,11.9239579,1,45,81
1122,HELEN HOME,106.708061,10.789938,1,1,7
1123,SILENT HILL DALAT,108.4425421,11.9679465,1,45,81
1124,U&A RESIDENCES,106.6933673,10.7859415,1,1,11
1125,LÊ TUẤN MINH HOTEL,108.434191,11.938704,1,45,81
1126,CALYNA HOTEL,106.6769913,10.8463506,1,1,6
1127,STRAWBERRY HOUSE DALAT,108.4232078,11.9239579,1,45,81
1128,ECO APARTMENT - ECO VILLA DALAT GROUP,108.4553294,11.9522958,1,45,81
1129,CHUÔNG HOTEL,108.4408482,11.9351442,1,45,81
1130,LÁ HOTEL GÒ VẤP,106.6821271,10.8207263,1,1,6
1131,THUNG LŨNG MƠ - DREAM VALLEY,108.4778782,11.9453095,1,45,81
1132,COZY STUDIO - THE HOPE 206,106.692531,10.765042,1,1,2
1133,LOVELY OFFICETEL APARTMENT,106.7238087,10.7263071,1,1,19
1134,TUYẾT HOA HÒN BỒ,108.4904966,11.9567699,1,45,81
1135,HOÀNG QUÂN HOTEL - ĐỨC ĐẠT LUXURY,106.6804384,10.8389917,1,1,6
1136,SILK HOTEL,106.6719085,10.8139635,1,1,1
1137,DALAT CENTRO HOUSE,108.441396,11.9575639,1,45,81
1138,DALAT CENTRO HOTEL,108.4387181,11.9437844,1,45,81
1139,COUCOU HOMESTEAD,106.6905554,10.7701285,1,1,2
1140,61 MOTEL,107.0777718,10.3403288,1,50,121
1141,CABANA HOTEL SAIGON,106.6964038,10.7714898,1,1,2
1142,SENORITA HOTEL,108.247662,16.0498778,1,33,151
1143,ADINA HOTEL,108.2369941,16.0708357,1,33,150
1144,FORGET ME NOT HOMESTAY,106.7113833,10.7275546,1,1,19
1145,NV HOTEL DALAT,108.4544937,11.9462462,1,45,81
1146,VILION HOTEL,106.6949823,10.7718877,1,1,2
1147,PLATINUM BẾN THÀNH HOTEL,106.6955282,10.772019,1,1,2
1148,BIỂN NGỌC HOTEL,107.1003978,10.3537249,1,50,121
1149,SELENA DALAT HOMESTAY,108.4548902,11.9452777,1,45,81
1150,THE TRAIN STATION HOMESTAY,108.4260259,11.9634528,1,45,81
1151,SAIGON SWEET HOTEL,106.7075001,10.7304714,1,1,19
1152,HƯNG ANH HOTEL,108.2444853,16.0635145,1,33,150
1153,NGỌC THÚY 2 MOTEL,105.777268,10.039836,1,59,129
1154,SKY HOUSE HOTEL,108.4395027,11.9492595,1,45,81
1155,KIM HUỆ HOSTEL,107.0876789,10.3319005,1,50,121
1156,BUDDY’S HOUSE,106.693002,10.766516,1,1,2
1157,DORY HOTEL,107.089101,10.3389231,1,50,121
1158,NGỌC HIỀN HOTEL,105.84157720000007,21.0267923,1,2,42
1159,DANA GOLF HOTEL,108.228935,16.079203,1,33,150
1160,SURI BEACH APARTMENT,108.2745874,15.980419,1,33,151
1161,ALANI HOMESTAY,108.4343279,11.9504097,1,45,81
1162,NHÀ NGÓI 1995 - ĐÀ LẠT HOMESTAY & COFFEE BAR,108.4388848,11.9491309,1,45,81
1163,H’HEN HOTEL,107.0815884,10.3359609,1,50,121
1164,24H SAIGON HOTEL,106.69337289999999,10.765267,1,1,2
1165,SAO BIỂN HOTEL,107.0821014,10.3361643,1,50,121
1166,QUANG ANH HOTEL,107.1006137,10.3542194,1,50,121
1167,LACAMI DALAT HOTEL,108.4565758,11.9379145,1,45,81
1168,HD HOME,108.4252371,11.9413792,1,45,81
1169,POWILL HOME DALAT,108.4366572,11.9552282,1,45,81
1170,SUNLAND HOTEL,107.0988578,10.3506514,1,50,121
1171,CHI LAN VY HOSTEL,106.6620895,10.7815393,1,1,12
1172,LONG HỒ HOMESTAY,109.1994426,11.9877088,1,38,139
1173,TÂN THÀNH ĐẠT HOTEL,109.127147,12.4759975,1,38,142
1174,SUNSHINE HOTEL,107.0798805,10.3380088,1,50,121
1175,DẠ KHÚC HOTEL,107.0845495,10.3370052,1,50,121
1176,DỐC BƠ HOMESTAY,108.4408997,11.9346774,1,45,81
1177,THE ODYS HOTEL,106.700143,10.769441,1,1,2
1178,MINH HƯNG APARTMENT,108.2322048,16.0350741,1,33,149
1179,MARINE HOTEL,107.0806879,10.3380534,1,50,121
1180,CACTUSLAND PREMIUM RESIDENCES,106.6796936,10.7940191,1,1,9
1181,CACTUSLAND VILLA,106.687043,10.761065,1,1,2
1182,SÀI GÒN HOTEL,107.0975904,10.359837,1,50,121
1183,3S BOUTIQUE HOTEL,105.83650379999995,21.0531145,1,2,46
1184,AN VILLA,105.84595149999996,20.9901218,1,2,43
1185,THE ONE HOTEL BEN THANH,106.69460200000003,10.772469,1,1,2
1186,REDDOORZ PLUS @ NGUYEN THAI HOC STREET,106.69485800000007,10.7686347,1,1,2
1187,REDDOORZ PLUS NEAR HOANG VAN THU PARK,106.6642735,10.8046412,1,1,1
1188,HANOI ORIENTAL PEARL,105.84212580000008,21.0284391,1,2,42
1189,RIVERSIDE BOUTIQUE HOTEL,105.86519180000005,21.0143353,1,2,41
1190,GOLDEN HOTEL II,105.86316110000007,21.0144169,1,2,41
1191,HANOI ELPIS HOTEL,105.85304940000003,21.0364294,1,2,42
1192,ESPLENDOR HOTEL & SPA,105.84690639999997,21.0338843,1,2,42
1193,CARILLON BOUTIQUE HOTEL,105.8477186,21.03579389999999,1,2,42
1194,GOLDEN SAIL HOTEL,105.85147800000004,21.035697,1,2,42
1195,LA PASSION HANOI HOTEL & SPA,105.8542683,21.0322512,1,2,42
1196,PEGASY SUITES LAKESIDE,105.8220904,21.0755719,1,2,46
1197,AU COEUR D’HANOI BOUTIQUE HOTEL,105.8538241,21.0323065,1,2,42
1198,SKYLINE HOTEL,105.85243760000003,21.0334778,1,2,42
1199,ANCIENT TOWN HOTEL,105.85224779999999,21.0334719,1,2,42
1200,THANH THƯ VIP HOTEL,105.80992579999997,21.0557581,1,2,46
1201,WESTLAKE HOTEL - TRÍCH SÀI,105.81182850000005,21.0545125,1,2,46
1202,RED HOTEL - VĂN CAO,105.81701079999993,21.0446594,1,2,36
1203,CẢNH LINH HOTEL,105.81023589999995,21.0557477,1,2,46
1204,108 MOTEL 3 (Bùi Thị Xuân),105.84997499999997,21.017709,1,2,41
1205,ĐÔNG NAM HOTEL,105.783005,10.042633,1,59,129
1206,HOÀNG TRUNG HOTEL,107.0975,10.3588889,1,50,121
1207,PHỐ CHÂU MOTEL,107.0871758,10.3329883,1,50,121
1208,CỎ MÂY BOUTIQUE HOMESTAY,107.0852457,10.3328262,1,50,121
1209,BUI VIEN MISS HOME,106.69132400000001,10.764912,1,1,2
1210,P-LINK HOTEL,105.7986225,21.04732,1,2,38
1211,NICE HOTEL - HÀ NỘI,105.8136094,20.9925675,1,2,47
1212,HOÀNG LONG HOTEL,105.7892954,21.0727572,1,2,37
1213,HOÀNG TỬ HOTEL 5,105.82656259999999,20.9681625,1,2,43
1214,VICTORIA HOTEL,105.82169109999995,20.9739692,1,2,43
1215,BOSS LEGEND HOTEL,105.8550315,21.0320264,1,2,42
1216,SUNLINE PAON HOTEL,105.85477249999997,21.0321707,1,2,42
1217,HOLIDAY DIAMOND HOTEL,105.852305,21.036621,1,2,42
1218,DALAT ECO HOTEL,108.428618,11.93704,1,45,81
1219,THÁNG NĂM RỰC RỠ HOMESTAY,108.4774063,11.9449254,1,45,81
1220,DAHOME HOTEL AND APARTMENT,108.24221,16.06943,1,33,151
1221,BOHO HOMESTAY DALAT,108.4565029,11.9368321,1,45,81
1222,MAI VILLA THÀNH CÔNG MOTEL,105.8094683,21.0176797,1,2,39
1223,LA SUITE HOTEL AND SPA,105.85329200000001,21.0352089,1,2,42
1224,HANOI GUEST HOUSE,105.85346400000003,21.034456,1,2,42
1225,TRANG TRANG BOUTIQUE HOTEL,105.85337189999996,21.033984,1,2,42
1226,VIOLET HOTEL,105.8537,21.03217,1,2,42
1227,WILD LOTUS HOTEL - HÀNG BÈ,105.85386659999995,21.0323957,1,2,42
1228,THÀNH TRUNG HOSTEL,107.08681,10.335281,1,50,121
1229,THANH HÀ HOTEL,107.0825751,10.3365021,1,50,121
1230,JOLIA HOTEL,108.2459964,16.0520962,1,33,151
1231,HANOI STARLIGHT HOTEL,105.84708,21.035039,1,2,42
1232,HANOI BELLA ROSA SUITE HOTEL,105.853207,21.0321469,1,2,42
1233,GOLDEN SUN SUITES,105.84934659999999,21.0326322,1,2,42
1234,GOLDEN SUN PALACE,105.84932100000003,21.032591,1,2,42
1235,HANOI AVATAR HOTEL,105.84671249999997,21.0321492,1,2,42
1236,HANOIAN CENTER HOTEL,105.84706740000001,21.0366443,1,2,42
1237,CK SAIGON HOTEL,106.692485,10.767747,1,1,2
1238,FEDORA  HOSTEL,108.1939887,16.0665275,1,33,148
1239,VƯỜN ĐOM ĐÓM - FIREFLY GARDEN,108.4269181,11.9509044,1,45,81
1240,ROSE HOTEL,107.0818486,10.3360834,1,50,121
1241,NGUYỄN HOÀNG HOTEL,107.0975166,10.3589067,1,50,121
1242,KHANG THỊNH HOMESTAY,108.4588355,11.9398811,1,45,81
1243,LUÂN VŨ HOTEL,106.69510660000003,10.7679257,1,1,2
1244,JASMINE HOTEL,106.6911941,10.7672924,1,1,2
1245,BEO HOUSE HOTEL,108.4370525,11.9482154,1,45,81
1246,LALALAND HOMESTAY,108.4361858,11.9193064,1,45,81
1247,XUÂN BÌNH MOTEL,107.0870204,10.3352072,1,50,121
1248,NICK HOUSE,108.4541344,11.9457809,1,45,81
1249,BAMBOO HOTEL,107.0977328,10.3596529,1,50,121
1250,A&EM 280 LÊ THÁNH TÔN,106.695365,10.771878,1,1,2
1251,A&EM SAI GON HOTEL,106.6967067,10.7740602,1,1,2
1252,HẠ VY HOTEL,106.691235,10.76649,1,1,2
1253,BEN THANH RETREATS HOTEL,106.6907274,10.7702462,1,1,2
1254,LUXY PARK HOTEL & APARTMENTS - NOTRE DAME,106.703555,10.787331,1,1,2
1255,HOSTIE SAIGON WANDERLUST HOME,106.685926,10.7635,1,1,2
1256,VIKA 1 HOMESTAY,106.700274,10.7853613,1,1,2
1257,DALAT ANH EM TUI HOMESTAY,108.426346,11.93187,1,45,81
1258,GAUDI HOMESTAY,106.695221,10.765587,1,1,2
1259,HOME 1968,108.4470625,11.9309375,1,45,81
1260,NGỌC QUÝ HOTEL,106.60662690000004,10.7765692,1,1,18
1261,PHÚ THỊNH MOTEL,109.1917795,12.2538447,1,38,138
1262,2Z HOTEL,106.6892515,10.7699285,1,1,2
1263,TODAY’S COFFEE HOMESTAY,108.4323335,11.9629234,1,45,81
1264,AMI HOMESTAY,108.430889,11.97193,1,45,81
1265,AIME'E MAISON & CAFE ĐÀ LẠT,108.4430237,11.9579838,1,45,81
1266,HOVI HOÀNG CẦU 3,105.82352500000002,21.02011299999999,1,2,39
1267,NIGHT HOTEL,105.8499024,21.0157406,1,2,41
1268,MY HOTEL 23,105.849975,21.017709,1,2,41
1269,MY HOTEL 24,105.82760580000001,21.0319927,1,2,121
1270,PRAGUE AIRPORT HOTEL,106.67466100000001,10.815666,1,1,1
1271,MINH HUY HOTEL,106.67536440000003,10.7694292,1,1,12
1272,MOON VILLA,105.81728410000005,21.0130634,1,2,39
1273,A&D LUXURY HOTEL,105.8039579,21.0054509,1,2,47
1274,KAORI HOTEL,105.82757349999997,21.0252409,1,2,39
1275,DANLY HOTEL HANOI,105.8089721,21.0326163,1,2,36
1276,HAPPY HOTEL,105.8212808,21.0327397,1,2,36
1277,SAKURA HOTEL,105.80849860000001,21.0291692,1,2,36
1278,HANOI CANARY HOTEL,105.81520279999995,21.0345505,1,2,36
1279,APEC 1,105.81075850000002,21.0349421,1,2,36
1280,SUNNY HOTEL 1,105.81275260000007,21.0278413,1,2,36
1281,HANOI DELIGHT HOTEL,105.82932619999997,21.0348068,1,2,36
1282,XUÂN THỦY HOTEL,107.08250320000002,10.3310812,1,50,121
1283,HOÀNG GIA HOTEL VŨNG TÀU,107.09021439999992,10.3389445,1,50,121
1284,HOTEL BÃI TRƯỚC,107.07362569999998,10.3407517,1,50,121
1285,HOTEL PHÚC LÂM,107.0835472,10.3306693,1,50,121
1286,HOÀNG ANH HOTEL VŨNG TÀU,107.08160420000002,10.3367844,1,50,121
1287,COZRUM HOMES CITI TOWN,106.7001228,10.7847407,1,1,2
1288,COZI HOTEL,106.69522089999998,20.8646241,1,21,441
1289,COZI 9 HOTEL,106.64418909999995,20.8216534,1,21,444
1290,SPLENDID STAR GRAND,105.84872399999995,21.029131,1,2,42
1291,SPLENDID HOLIDAY,105.84869049999998,21.0291422,1,2,42
1292,S CENTRAL HOTEL,105.84856000000002,21.029085,1,2,42
1293,SPLENDID PEARLIGHT HANOI,105.84856,21.029085,1,2,42
1294,SPLENDID STAR BOUTIQUE,105.84824939999999,21.0282353,1,2,42
1295,SPLENDID HOTEL AND SPA,105.85063960000002,21.0318107,1,2,42
1296,HANOI SENA HOTEL & TRAVEL,105.84853339999995,21.0323197,1,2,42
1297,PHƯƠNG NGỌC HOTEL,105.859916,21.009243,1,2,41
1298,LA SEINE HOTEL,105.83866379999995,21.0267487,1,2,39
1299,TOM & TONY HOTEL,106.68373650000001,10.8008413,1,1,9
1300,TRƯỜNG ÂN HOTEL,107.0876115,10.329508,1,50,121
1301,HOTEL AN THỊNH PHÁT,107.08532979999995,10.3377664,1,50,121
1302,RUBY HOTEL,106.05821370000001,21.1746927,1,19,387
1303,HOÀNG TRANG MOTEL BẮC NINH,106.067858,21.158804,1,19,387
1304,4M HOTEL,106.05519030000005,21.1699936,1,19,387
1305,HOA VIÊN HOTEL,106.05909769999994,21.1729323,1,19,387
1306,CHARMING HOTEL,106.07564379999997,21.1835223,1,19,387
1307,HOTEL PHI LONG,107.08711440000002,10.3351692,1,50,121
1308,HỒNG HẢI 2 HOTEL,107.08669429999998,10.3354227,1,50,121
1309,FELISA HOTEL,106.68709100000001,10.7640965,1,1,2
1310,PHƯƠNG LÂM VIP,106.6204659,10.799581,1,1,8
1311,THE HOME,106.6999162,10.7857147,1,1,2
1312,ĐỨC TRỌNG HOTEL,107.0892886,10.3326199,1,50,121
1313,KIM NGÂN HOTEL vũng tàu,107.0829382,10.3562434,1,50,121
1314,KIM ANH HOTEL,106.6000811,10.7517437,1,1,18
1315,ĐÔNG NHI HOTEL,107.0893681,10.3386194,1,50,121
1316,TRANG NHUNG HOTEL,107.0891772,10.3386144,1,50,121
1317,LINDA HOTEL,107.0812901,10.3363734,1,50,121
1318,HOÀNG ANH APARTMENT,108.23026,16.068462,1,33,150
1319,SÓC HOMESTAY,108.4309967,11.9432234,1,45,81
1320,THE WANDA HOTEL,109.1861046,12.1716025,1,38,138
1321,DDA BOUTIQUE HOTEL,106.693882,10.767146,1,1,2
1322,RAINBOW HOTEL DALAT,108.4403835,11.9494952,1,45,81
1323,PREMIUM BEACH CONDOTEL,107.0965691,10.3458051,1,50,121
1324,MỘC HY HOUSE,108.4781843,11.9458939,1,45,81
1325,GIA HÂN APARTMENT,108.2438276,16.0582553,1,33,150
1326,TIMES HOTEL,105.83633770000006,21.0113,1,2,39
